FID,FID_,county,route_id,route_name,segment_id,segmt_name,steward_id,stew_unit,stew_type,segmt_type,route_type,foot,bicycle,horse,wheelchair,motor_vehi,etc_app,stew_name,length_f_1,length_m,GlobalID,CreationDa,Creator,EditDate,Editor,SHAPE_Length
4829,0,Ventura,Ven45,Thornhill-Broome Beach,Vt450,Thornhill-Broome Beach (formerly known as La Jolla Beach),ca2,Point Mugu State Park,State Parks,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,California State Parks,6938,2115,3c4baeba-f383-4066-be5d-2d98f93a2939,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2114.71875804261
4830,0,Ventura, , , ,County Line Beach (Ventura),ca2,Leo Carrillo State Park,State Parks,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,California State Parks,2703,824,8b67fe82-1e69-4e87-a677-cd7b4ced426e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,823.870748638843
4831,0,Ventura, , , ,Leo Carrillo State Park Beach (Ventura County),ca2,Leo Carrillo State Park,State Parks,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,California State Parks,5064,1544,a2e230c6-f893-439d-badc-ba241767a67b,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1543.54528157396
4832,0,Ventura,Ven1,Rincon to Mussel Shoals Connector,Vt1,Ralph Fertig Memorial Bike Path,ca3,Caltrans,State,Primary CCT,Trail,yes,yes,no,yes,yes,yes,Caltrans,17220,5249,ea4fd7ab-31f3-4fc8-bedf-2ab06b2e1069,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,5248.69621091476
4833,0,Ventura,Ven5,Ventura County West PCH Mobel Pier North,Vt5,Old Pacific Coast Highway - Bike Lane,ca3,Caltrans,State,Primary CCT,Road shoulder,yes,yes,no,no,yes,yes,Caltrans,42134,12842,1b67a146-ce4a-488e-8980-11253855b316,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,12842.3808694115
4834,0,Ventura,Ven10,North Ventura County Bike Lane,Vt10,North Ventura County Bike Lane - south of Emma Wood,vens1,Ventura County,County,Primary CCT,Road shoulder,yes,yes,no,no,yes,yes,County of Ventura,7259,2213,f5d07712-8a29-4dea-883c-d3914bcdc608,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2212.68184878858
4835,0,Ventura,Ven12,Omer Rains Coastal Bikeway,Vt121,Omer Rains Coastal Bikeway - from Emma Woods SB and along West Main Street,vens2,City of Ventura,City,Secondary CCT,Trail,yes,yes,no,yes,yes,yes,City of Ventura,3076,938,2092180a-ce9c-4b8b-a23b-397b44f0c1a6,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,937.660744476908
4836,0,Ventura,Ven13,Ventura Waterfront Promenade,Vt131,Omer Rains Trail - along County Fairgrounds,vens2,City of Ventura,City,Primary CCT,Trail,yes,yes,no,yes,no,yes,City of Ventura,2605,794,f0e813ba-17c4-4a32-a5c5-42160c41e9ad,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,793.91063691172
4837,0,Santa Cruz,0,0,0,connector - Antonelli Pond to Natural Bridges SP,scs2,City of Santa Cruz,City,Secondary CCT,roadway,yes,yes,no,no,yes,no,City of Santa Cruz,65,20,7df1a04b-db7d-4f46-942b-be7157abe88e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,19.6826953393512
4838,0,Ventura,Ven16,San Buena Ventura State Beach,Vt162,Omer Rains Trail - through San Buenaventura State Beach,ca2,San Buenaventura State Beach,State Parks,Primary CCT,Trail,yes,yes,no,yes,no,yes,California State Parks,6230,1899,c7677ef2-b13e-4452-a44a-becddcff9505,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1898.80535837011
4839,0,Ventura,Ven18,Marina Park Trails,Vt181,Marina Park Loop Trail,vens2,City of Ventura,City Park,Primary CCT,Trail,yes,yes,no,yes,no,yes,City of Ventura,1821,555,a2ad2571-e373-4e39-81c5-492c3e47a235,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,555.060335552211
4840,0,Ventura, , , ,Pierpont Blvd,vens2,City of Ventura,City,Other Trail,Sidewalk,yes,yes,no,no,yes,no,City of Ventura,2308,704,66ee7271-cb5b-4830-a839-d390d449018a,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,703.599138498494
4841,0,Ventura,Ven35,Oxnard Beach,Vt364,Oxnard Shores - Mandalay Beach,vens6,City of Oxnard,City,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,City of Oxnard,10474,3192,9a678b8f-4c6c-478d-a262-eb23579859c4,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,3192.39758266326
4842,0,Ventura,Ven60,beach lighthouse promenade east,Vt602,Port Hueneme Beach Park trails,vens7,City of Port Hueneme,City Park,Primary CCT,Trail,yes,yes,no,yes,no,yes,City of Port Heuneme,3877,1182,0600e737-6c55-4ccb-b721-fb5631624573,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1181.69490078867
4843,0,Ventura,Ven42,Port Hueneme Beach,Vt420,Port Hueneme Beach,vens7,City of Port Hueneme,City,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,City of Port Heuneme,6198,1889,79b3f04c-78bb-4c95-bdb5-c8aacb2399af,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1889.26890872416
4844,0,Ventura,Ven44,Ormond Beach,Vt441,Ormond Beach,vens6,City of Oxnard,City,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,City of Oxnard,13933,4247,f32d02fd-8c4f-4a83-983e-19325dcfa507,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,4246.66377810975
4845,0,Ventura,Ven33,Hollywood Beach Trail,Vt343,Hollywood County Beach,vens1,Ventura County,County,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,County of Ventura,8644,2635,1756809f-5548-4b35-99a5-58364bf675a1,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2634.77226658325
4846,0,Ventura,Ven4,Ventura County 101 Bike Path,VT41,Mobile Piers Road along Beacon's Beach,vens1,Ventura County,County,Primary CCT - Needs Improvement,Roadway,yes,yes,no,no,yes,yes,County of Ventura,1177,359,05acfff6-4dfc-42d2-9768-ac6c67eca704,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,358.632333021355
4847,0,Ventura,Ven9,Old Pacific Coast Highway,Vt9,Old Pacific Coast Highway - Bike Lane,vens1,Ventura County,County,Primary CCT,Road shoulder,yes,yes,no,no,yes,yes,County of Ventura,3323,1013,fb8353e7-3277-434f-8236-b29ad2b4b06b,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1012.83649662971
4848,0,Ventura,Ven8,Emma Wood State Beach,Vt81,Emma Woods State Beach Access Road,ca2,Emma Wood State Beach,State Parks,Primary CCT - Needs Improvement,Roadway,yes,yes,no,no,yes,yes,California State Parks,8786,2678,07eb6a7a-64a2-4c52-8c17-fa72794133c5,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2678.10991329515
4849,0,Ventura,Ven8,Emma Wood State Beach,Vt82,Emma Woods State Beach Trails,ca2,Emma Wood State Beach,State Parks,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,5356,1633,970ebf4a-c703-4389-81b1-54bda1903f7f,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1632.62654180355
4850,0,Ventura,Ven8,Emma Wood State Beach,Vt83,Emma Woods State Beach Trails,ca2,Emma Wood State Beach,State Parks,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,5554,1693,518594e8-2fc3-45a5-9912-4d552095c0b4,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1692.91006441208
4851,0,Ventura,Ven8,Emma Wood State Beach,Vt84,Emma Woods State Beach Trails,ca2,Emma Wood State Beach,State Parks,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,580,177,e8d56bcd-35ec-4da8-8811-d77f15e2a04f,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,176.780024592446
4852,0,Ventura,Ven8,Emma Wood State Beach,Vt85,Emma Woods State Beach Trails,ca2,Emma Wood State Beach,State Parks,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,445,136,a9278879-23e3-4c32-bc47-391189103067,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,135.522238607933
4853,0,Ventura,Ven14,Ventura County Fairgrounds Beach,Vt141,to Ventura County Fairgrounds Beach,vens1,Ventura County,County,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,County of Ventura,288,88,08c752be-55c1-4aea-bc7e-8f01a25fa94b,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,87.9308698236317
4854,0,Ventura,Ven14,Ventura County Fairgrounds Beach,Vt142,to Ventura County Fairgrounds Beach,vens1,Ventura County,County,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,County of Ventura,190,58,f419ad32-e8d2-49cb-bb20-95b4ee04eff2,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,57.7829788097682
4855,0,Ventura,Ven14,Ventura County Fairgrounds Beach,Vt143,to Ventura County Fairgrounds Beach,vens1,Ventura County,County,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,County of Ventura,204,62,887b7756-732f-4873-9d80-8b577120b58a,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,62.0390590758404
4856,0,Ventura,Ven13,Ventura Waterfront Promenade,Vt133,Omer Rains Trail - Ventura Waterfront Promenade,vens2,City of Ventura,City,Primary CCT,Trail,yes,yes,no,yes,no,yes,City of Ventura,2773,845,35e2b7a6-6827-4063-aa47-0b35aca24e4b,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,845.341797512687
4857,0,Ventura,Ven15,Ventura City Beach,Vt152,to Surfer's Point - Ventural City Beach,vens2,City of Ventura,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,City of Ventura,129,39,581e54df-dcac-48fd-8771-6d0f0586c20b,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,39.2964982427651
4858,0,Ventura,Ven15,Ventura City Beach,Vt153,to Ventura City Beach from Ventura Waterfront Promenade,vens2,City of Ventura,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,City of Ventura,55,17,20af5557-576d-4518-8d78-8c4bec0e030a,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,16.7906246825607
4859,0,Ventura,Ven13,Ventura Waterfront Promenade,Vt132,Omer Rains Trail - Ventura Waterfront Promenade,vens2,City of Ventura,City,Primary CCT,Trail,yes,yes,no,yes,no,yes,City of Ventura,971,296,af429d22-4e54-40ed-9396-2736f548e9b4,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,295.874893607822
4860,0,Ventura,Ven50,Ventura Pier,Vt501,Ventura Pier,vens2,City of Ventura,City,Beach or Shoreline Access CCT,Pier,yes,yes,no,yes,no,yes,City of Ventura,2190,668,881aee6a-fd2c-415a-a0f6-d270c9b8eb40,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,667.617757269228
4861,0,Ventura,Ven19,Marina Park Beach,Vt191,Marina Park Beach,vens2,City of Ventura,City,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,City of Ventura,2235,681,fd819508-c698-41c3-b249-d9a3ea71fc8e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,681.335099914881
4862,0,Ventura, , , ,Pierpont Blvd,vens2,City of Ventura,City,Other Trail,Sidewalk,yes,yes,no,no,yes,no,City of Ventura,4739,1445,85e3a5e1-e2ab-441d-bbe3-b4801da2ec0e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1444.60234545277
4863,0,Ventura,Ven18,Marina Park Trails,Vt182,Marina Park Trails- to jetty,vens2,City of Ventura,City Park,Primary CCT,Trail,yes,no,no,yes,no,yes,City of Ventura,1652,503,ddd54528-e9ce-4691-8eaa-49616f414c31,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,503.383362859542
4864,0,Ventura,Ven18,Marina Park Trails,Vt183,Leo Robbins Sailing Center Harbor Trail,vens2,City of Ventura,City,Primary CCT,Trail,yes,yes,no,yes,no,yes,City of Ventura,1460,445,962b3be2-1c36-4c07-b102-5d2c3fa42f10,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,445.038669443179
4865,0,Ventura,Ven18,Marina Park Trails,Vt184,Marina Park Trails,vens2,City of Ventura,City Park,Primary CCT,Trail,yes,yes,no,yes,no,yes,City of Ventura,115,35,0cf52135-4369-4ee2-a6eb-17aef3c2bce1,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,35.1359992237982
4866,0,Ventura,Ven18,Marina Park Trails,Vt185,Marina Park Trails,vens2,City of Ventura,City Park,Primary CCT,Trail,yes,yes,no,yes,no,yes,City of Ventura,44,14,d89cf0a8-3287-46ba-b4de-885089d560c5,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,13.5297550024555
4867,0,Ventura,Ven19,Marina Park Beach,Vt192,to Marina Park Beach,vens2,City of Ventura,City Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,City of Ventura,277,84,22a1b536-e934-48ae-8a52-57edd6d18893,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,84.495629223523
4868,0,Ventura,Ven19,Marina Park Beach,Vt193,to Marina Park Beach,vens2,City of Ventura,City Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,City of Ventura,271,83,c0b22628-6cc0-483a-a5ff-ff73c30d0388,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,82.6508522942645
4869,0,Ventura,Ven18,Marina Park Trails,Vt186,Marina Park Trails,vens2,City of Ventura,City Park,Primary CCT,Trail,yes,yes,no,yes,no,yes,City of Ventura,170,52,0a2f017d-c87a-4ea3-a30a-a89205faa7a6,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,51.7991041871654
4870,0,Ventura,Ven20,Ventura Harbor Waterfront Walk,Vt223,Ventura Harbor Waterfront Walk,vens5,Ventura Port District,Special District,Primary CCT,waterfront walkway,yes,yes,no,yes,no,yes,Ventura Port District,10409,3173,f42cfa91-03e3-4520-82d0-ec8099de554e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,3172.73334117912
4871,0,Ventura,Ven20,Ventura Harbor Waterfront Walk,Vt220,Ventura Harbor Waterfront Walk - north side,vens5,Ventura Port District,Special District,Primary CCT,waterfront walkway,yes,yes,no,yes,yes,yes,Ventura Port District,1255,382,687175bf-aedf-4bd6-b2b2-5a56c3cb87e7,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,382.403896153638
4872,0,Ventura,Ven23,Santa Clara River Bridge-Harbor Blvd.,Vt223,Santa Clara River Bridge,vens2,City of Ventura,City,Primary CCT,Sidewalk,yes,yes,no,no,yes,yes,City of Ventura,2416,736,06af6485-216a-4c05-ac95-1951e070a53e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,736.438400540065
4873,0,Ventura, , , ,Spinnaker Drive - along South Jetty Beach,vens2,City of Ventura,City,Primary CCT - Needs Improvement,Trail,yes,yes,no,no,yes,no,City of Ventura,2271,692,d0d42fa0-5c73-432e-b23b-387826466987,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,692.151858756395
4874,0,Ventura,Ven21,Harbor Cove  Beach,Vt212,to South Jetty Beach from Surfer's Knoll,vens2,City of Ventura,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,City of Ventura,266,81,aba6023f-e144-465f-a63c-1a6283290b7d,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,81.0226812583343
4875,0,Ventura,Ven24,McGrath State Beach,Vt242,to McGrath State Beach,ca2,McGrath State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,California State Parks,906,276,8a861904-32d4-491d-a59b-3c01398fcb13,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,276.301257074264
4876,0,Ventura,Ven24,McGrath State Beach,Vt243,to McGrath State Beach,ca2,McGrath State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,California State Parks,628,191,4116533f-bf2d-4855-a968-323b463f04e2,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,191.328340038873
4877,0,Ventura,Ven24,McGrath State Beach,Vt244,McGrath State Beach trails,ca2,McGrath State Beach,State Parks,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,3558,1084,d9665871-9273-45b6-9e1f-ed625a5bffd0,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1084.47918871748
4878,0,Ventura,Ven24,McGrath State Beach,Vt245,to McGrath State Beach,ca2,McGrath State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,California State Parks,609,186,0d11839f-b93a-4182-9e2b-19643d79d6d0,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,185.690643500979
4879,0,Ventura,Ven24,McGrath State Beach,Vt246,to McGrath State Beach,ca2,McGrath State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,California State Parks,716,218,f6eb6e85-2902-430e-9f82-f7ce42bf7d19,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,218.258447269095
4880,0,Ventura,Ven72,Oxnard Beach Road, Vt721,Mandalay Beach Road,vens6,City of Oxnard,City,Secondary CCT,Roadway,yes,yes,no,no,yes,yes,City of Oxnard,924,282,0b9abe89-e081-4135-9f7b-09c3e99122ca,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,281.532199547504
4881,0,Ventura,Ven31,Oxnard Beach Park,Vt311,Oxnard Beach Park - Mandalay Bay Resort Path,vens6,City of Oxnard,City,Primary CCT,Sidewalk,yes,yes,no,yes,no,yes,City of Oxnard,2519,768,47bf8232-84aa-4342-83e6-b39728232af6,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,767.927519771758
4882,0,Ventura,Ven72,Oxnard Beach Road,Vt722,Mandalay Beach Road,vens6,City of Oxnard,City,Secondary CCT,Roadway,yes,yes,no,no,yes,yes,City of Oxnard,2861,872,3fae45f2-b86a-4b09-aa39-3a82f3efb35f,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,871.953786945911
4883,0,Ventura,Ven72,Oxnard Beach Road,Vt723,Amalfi Way,vens6,City of Oxnard,City,Secondary CCT,Roadway,yes,yes,no,no,yes,yes,City of Oxnard,402,123,c1ad4edb-b10b-4fe9-86f4-5242e31aac39,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,122.674658301804
4884,0,Ventura,Ven72,Oxnard Beach Road,Vt724,Capri Way,vens6,City of Oxnard,City,Secondary CCT,Roadway,yes,yes,no,no,yes,yes,City of Oxnard,1210,369,0c6108ad-82cc-420f-af19-d0b238ad1faf,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,368.658203860703
4885,0,Ventura,Ven72,Oxnard Beach Road,Vt725,Marine Way,vens6,City of Oxnard,City,Secondary CCT,Roadway,yes,yes,no,no,yes,yes,City of Oxnard,719,219,9f77871c-52fd-404b-8cfc-36eb910924dd,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,219.06001388759
4886,0,Ventura,Ven72,Oxnard Beach Road,Vt726,Neptune Square Park,vens6,City of Oxnard,City,Primary CCT,Sidewalk,yes,yes,no,yes,yes,yes,City of Oxnard,530,162,e5b05f7a-7e9a-42c9-afcd-bc4c3822a19e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,161.504932830814
4887,0,Ventura,Ven72,Oxnard Beach Road,Vt727,Capri Way to Neptune Square Park,vens6,City of Oxnard,City,Primary CCT - Needs Improvement,Beach,yes,yes,no,no,no,yes,City of Oxnard,169,51,dec7dc41-7d41-4d39-9abd-bfe0655aab1e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,51.4543627069984
4888,0,Ventura,Ven31,Oxnard Beach Park,Vt312,Oxnard Beach Park,vens6,City of Oxnard,City,Primary CCT,Sidewalk,yes,yes,no,yes,no,yes,City of Oxnard,1172,357,b2b26ddc-50b6-48eb-9af0-4dac89b8ea3b,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,357.328715813052
4889,0,Ventura, , , ,Path from Sunset Lane to West Channel Islands Blvd,vens6,City of Oxnard,City,Primary CCT,Sidewalk,yes,yes,no,yes,no,no,City of Oxnard,1847,563,4f390f4b-0553-444f-bf38-2b3a519a9ae2,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,563.094179313152
4890,0,Ventura,Ven26,Channel Islands Harbor,Vt280,Channel View Park,vens6,City of Oxnard,City,Primary CCT,Paved Path,yes,yes,no,yes,yes,yes,City of Oxnard,244,74,939cbc34-e8fe-4913-9032-38c9324d3428,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,74.355832841706
4891,0,Ventura,Ven26,Channel Islands Harbor,Vt281,South Harbor Blvd,vens6,City of Oxnard,City,Primary CCT,Sidewalk,yes,yes,no,yes,yes,yes,City of Oxnard,632,193,70ec13be-a7b2-4702-89bd-8755542bfd57,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,192.741803666591
4892,0,Ventura,Ven26,Channel Islands Harbor,Vt279,Channel Islands Harbor Waterfront Walk - West,vens1,Ventura County Harbor Department,County,Primary CCT,waterfront walkway,yes,yes,no,yes,no,yes,County of Ventura,7536,2297,d3bc9703-87d8-499d-8c08-6d6497f02c56,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2297.1252023793
